HIP,HD,Teff,logg,Fe/H,O/H,Na/H,Mg/H,Al/H,Si/H,Ca/H,Ti/H,Cr/H,Ni/H,Zn/H,Y/H,Ba/H
 21839,29941,5804, 4.00,-0.15,-0.15,-0.18,0.00,-0.09,-0.11,-0.09,-0.12,-0.19,-0.20,-0.05,-0.33,-0.21
 22068,30273,6202, 4.18,-1.42,98.57,-1.39,-1.10,98.57,-1.15,-1.12,-1.08,-1.44,-1.45,-1.36,-1.44,-1.57
 22162,30395,5785, 4.04,0.08,-0.02,0.02,0.09,0.14,0.06,0.07,0.07,0.05,0.06,-0.09,0.12,0.13
 22263,30495,5790, 4.54,0.02,0.09,-0.09,-0.04,0.00,-0.01,0.06,0.03,0.05,-0.04,-0.01,0.16,0.19
 22278,30864,5738, 4.27,0.15,-0.02,0.14,0.16,0.19,0.17,0.14,0.16,0.16,0.16,0.11,0.06,0.14
 22325,30606,6497, 4.36,0.21,-0.03,0.17,0.15,0.14,0.17,0.21,0.27,0.18,0.14,0.08,0.30,0.36
 22336,30562,5923, 4.06,0.26,0.05,0.32,0.31,0.39,0.29,0.31,0.26,0.25,0.28,0.20,0.23,0.26
 22349,30455,5758, 4.35,-0.35,0.00,-0.26,-0.11,-0.11,-0.20,-0.22,-0.14,-0.34,-0.33,-0.22,-0.44,-0.47
 22395,30774,5750, 4.46,0.06,0.08,0.09,0.03,0.05,0.06,0.12,0.07,0.09,0.07,0.19,0.05,0.14
 22632,31128,5909, 4.22,-1.62,-0.87,-1.67,-1.23,98.37,-1.35,-1.32,-1.36,-1.68,-1.68,-1.53,-1.85,-1.91
 22824,31460,5934, 4.07,-0.13,-0.12,-0.14,0.04,-0.02,-0.08,-0.05,-0.09,-0.14,-0.16,-0.12,-0.23,-0.15
 23383,32793,5409, 4.37,-0.22,0.11,-0.21,-0.08,-0.05,-0.08,-0.18,-0.06,-0.21,-0.19,-0.06,-0.20,-0.27
 23555,32820,6466, 4.64,0.22,0.06,0.25,0.20,0.22,0.20,0.19,0.26,0.24,0.18,0.13,0.28,0.21
 23941,33256,6406, 3.94,-0.24,-0.04,-0.18,-0.17,-0.13,-0.17,-0.14,-0.23,-0.27,-0.30,-0.38,-0.26,0.05
 24037,33449,5441, 4.34,-0.50,0.01,-0.44,-0.22,-0.23,-0.30,-0.34,-0.25,-0.48,-0.46,-0.11,-0.44,-0.56
 24682,34705,5242, 3.62,-0.34,-0.56,-0.32,-0.22,-0.24,-0.27,-0.27,-0.28,-0.36,-0.35,-0.24,-0.46,-0.42
 24722,35828,5580, 4.36,-0.28,0.15,-0.21,-0.09,-0.05,-0.14,-0.19,-0.07,-0.25,-0.27,-0.12,-0.27,-0.37
 24819,34673,4872, 4.62,-0.21,-0.31,-0.22,-0.22,-0.12,-0.28,-0.15,0.13,-0.03,-0.23,-0.22,0.03,-0.25
 24829,35072,6411, 4.07,0.07,100.06,0.05,0.07,0.07,0.06,0.09,0.06,0.03,0.00,-0.09,0.32,0.31
 25209,35241,6848, 4.07,0.00,0.24,0.06,0.07,-0.05,0.01,0.02,0.00,-0.02,-0.06,0.02,0.03,0.34
 25528,35930,6336, 3.87,-0.40,0.14,-0.24,-0.02,-0.17,-0.20,-0.19,-0.14,-0.41,-0.40,-0.29,-0.49,-0.27
 25905,36443,5480, 4.42,-0.23,-0.10,-0.25,-0.16,-0.14,-0.17,-0.21,-0.16,-0.18,-0.24,-0.16,-0.12,-0.25
 26273,37213,5429, 3.76,-0.40,-0.31,-0.45,-0.18,-0.24,-0.36,-0.32,-0.28,-0.39,-0.48,-0.33,-0.48,-0.44
 26641,37634,5506, 4.68,-0.60,99.39,99.39,-0.64,99.39,99.39,-0.60,-0.39,-0.59,-0.62,99.39,-0.57,-0.60
 26828,37739,6457, 4.14,-0.34,99.65,-0.17,-0.16,-0.16,-0.16,-0.16,-0.15,-0.41,-0.31,-0.26,-0.48,-0.36
 27072,38393,6323, 4.16,-0.02,99.97,-0.03,-0.03,0.02,-0.01,0.08,-0.05,-0.05,-0.11,-0.17,-0.04,0.13
 27080,39194,5144, 4.56,-0.67,-0.06,-0.65,-0.34,-0.34,-0.44,-0.54,-0.35,-0.58,-0.61,-0.53,-0.49,-0.86
 27128,38510,5892, 4.02,-0.88,-0.29,-0.80,-0.50,-0.63,-0.63,-0.65,-0.65,-0.93,-0.91,-0.61,-0.97,-0.90
 27910,40053,5113, 4.42,0.01,0.19,-0.09,0.01,0.04,0.07,-0.08,0.10,0.06,0.05,0.04,0.07,-0.09
 28044,39954,5361, 3.61,-0.07,-0.05,-0.07,0.11,0.07,0.01,-0.02,-0.03,-0.05,-0.10,-0.11,0.01,-0.10
 28066,39881,5655, 4.12,-0.17,0.11,-0.12,0.00,0.04,-0.04,-0.07,-0.04,-0.15,-0.16,-0.06,-0.19,-0.23
 28159,40040,5668, 4.06,-0.40,99.59,-0.34,-0.24,-0.14,-0.22,-0.25,-0.19,-0.35,-0.40,-0.17,-0.57,-0.53
 28267,40397,5444, 4.29,-0.16,0.10,-0.13,-0.03,0.02,-0.05,-0.10,-0.03,-0.12,-0.15,0.01,-0.17,-0.26
 28369,40673,6940, 3.97,-0.15,0.36,-0.10,-0.05,-0.37,-0.12,-0.10,-0.13,-0.17,-0.21,-0.27,-0.12,0.27
 28403,40865,5668, 4.31,-0.33,-0.17,-0.41,-0.15,-0.19,-0.28,-0.29,-0.26,-0.34,-0.39,-0.30,-0.48,-0.40
 28671,250792,5396, 4.39,-1.11,98.88,-1.23,-1.00,-1.11,-0.95,-0.82,-0.84,-1.01,-1.24,-0.96,-1.15,-1.10
 29271,43834,5517, 4.48,0.07,0.18,0.10,0.05,0.10,0.13,0.03,0.10,0.10,0.13,0.10,0.10,-0.03
 29716,43318,6337, 3.89,-0.08,0.02,-0.07,-0.04,-0.04,-0.07,0.02,-0.04,-0.12,-0.15,-0.15,-0.04,0.25
 30158,44665,5708, 4.35,0.05,-0.06,0.07,0.20,0.16,0.07,0.06,0.06,0.06,0.05,0.04,-0.03,-0.07
 30439,45228,5353, 3.79,-0.57,-0.08,-0.51,-0.21,-0.28,-0.35,-0.31,-0.27,-0.56,-0.56,-0.41,-0.51,-0.65
 30476,45289,5665, 4.14,-0.06,0.07,-0.03,0.14,0.13,0.02,0.01,0.00,-0.07,-0.07,0.24,-0.25,-0.12
 30480,45701,5980, 4.37,0.25,0.08,0.33,0.23,0.27,0.21,0.19,0.25,0.23,0.28,0.28,0.46,0.29
 30503,45184,5845, 4.43,0.06,0.03,0.06,0.03,0.07,0.05,0.06,0.05,0.06,0.03,0.04,0.10,0.09
 30545,45067,6042, 3.89,-0.03,-0.08,-0.01,0.01,0.05,0.00,0.03,-0.02,-0.05,-0.08,-0.05,-0.08,0.09
 31030,46114,5129, 3.48,-0.44,-0.26,-0.43,-0.23,-0.28,-0.35,-0.34,-0.32,-0.44,-0.45,-0.37,-0.49,-0.51
 32649,49773,5385, 3.87,-0.26,0.11,-0.18,-0.02,0.01,-0.10,-0.12,-0.04,-0.26,-0.21,-0.12,-0.33,-0.38
 33094,50806,5612, 4.03,0.04,0.15,0.11,0.17,0.19,0.12,0.08,0.14,0.02,0.07,0.34,0.01,-0.07
 33220,51133,6767, 4.07,-0.64,-0.23,-0.50,-0.30,-0.62,-0.46,-0.49,-0.44,-0.68,-0.68,-0.47,-0.76,-0.85
 33324,51929,5826, 4.24,-0.68,-0.18,-0.58,-0.31,-0.46,-0.46,-0.48,-0.46,-0.67,-0.67,-0.52,-0.79,-0.76
 33582,51754,5773, 4.11,-0.62,-0.18,-0.56,-0.26,-0.36,-0.44,-0.42,-0.43,-0.66,-0.60,-0.43,-0.80,-0.77
 33642,52415,5754, 4.09,-0.24,-0.06,-0.21,-0.06,-0.06,-0.16,-0.12,-0.12,-0.25,-0.25,-0.09,-0.33,-0.24
 34017,52711,5920, 4.42,-0.12,99.87,-0.13,-0.08,-0.06,-0.11,-0.08,-0.09,-0.10,-0.14,0.44,-0.19,-0.13
 34028,53522,5224, 3.37,-0.11,0.15,0.00,0.02,0.00,-0.10,0.02,-0.05,-0.05,-0.12,-0.18,-0.12,-0.12
 34065,53705,5751, 4.14,-0.25,-0.06,-0.24,-0.07,-0.14,-0.18,-0.17,-0.17,-0.26,-0.28,-0.21,-0.43,-0.32
 34069,53706,5169, 4.40,-0.31,0.08,-0.32,-0.22,-0.17,-0.19,-0.28,-0.17,-0.27,-0.29,-0.14,-0.25,-0.43
 34212,55197,6199, 4.26,-0.04,-0.01,0.00,0.02,-0.09,-0.04,-0.04,-0.07,-0.10,-0.09,-0.14,-0.24,-0.15
 34254,54177,5600, 3.82,-0.04,-0.06,0.04,0.12,0.00,0.02,0.00,-0.03,-0.07,-0.05,-0.10,-0.18,-0.08
 34285,,5984, 4.26,-0.96,-0.68,-1.25,-0.79,-1.16,-0.94,-0.83,-0.87,-0.95,-1.18,-0.92,-1.24,-1.18
 34410,54941,6197, 4.01,-0.26,-0.20,-0.20,-0.08,-0.22,-0.21,-0.22,-0.26,-0.28,-0.30,-0.08,-0.37,-0.21
 34511,54351,5789, 4.44,-0.11,-0.06,-0.15,-0.12,-0.14,-0.12,-0.11,-0.11,-0.12,-0.15,-0.17,-0.10,-0.03
 34739,55720,5409, 4.40,-0.35,0.06,-0.34,-0.12,-0.11,-0.20,-0.24,-0.18,-0.33,-0.32,-0.22,-0.37,-0.42
 34961,56380,5277, 4.41,-0.44,-0.03,-0.38,-0.17,-0.16,-0.26,-0.34,-0.18,-0.40,-0.40,-0.18,-0.30,-0.54
 35139,56274,5771, 4.47,-0.52,-0.38,-0.48,-0.31,-0.44,-0.45,-0.46,-0.44,-0.52,-0.55,-0.43,-0.61,-0.46
 35148,56451,5869, 4.07,-0.20,-0.08,-0.22,-0.12,-0.19,-0.19,-0.15,-0.15,-0.20,-0.25,-0.12,-0.33,-0.24
 35318,57306,5972, 3.97,-0.54,-0.25,-0.50,-0.36,-0.46,-0.47,-0.45,-0.49,-0.56,-0.61,-0.53,-0.74,-0.54
 35718,57678,5310, 4.46,-0.06,0.29,-0.07,0.01,0.07,0.07,-0.07,0.06,-0.05,-0.03,0.10,-0.04,-0.09
 35750,,5004, 4.54,0.04,0.03,-0.11,0.05,0.02,0.06,-0.06,0.16,0.08,0.03,0.01,0.14,-0.05
 36210,59468,5564, 4.38,0.03,0.10,0.04,0.06,0.11,0.09,0.01,0.07,0.08,0.05,0.05,0.02,-0.01
 36269,59392,6152, 3.97,-1.66,-1.16,98.33,-1.26,98.33,-1.50,-1.33,-1.35,-1.73,-1.64,98.33,-1.48,-1.74
 36491,59374,5869, 4.31,-0.95,-0.41,-0.84,-0.51,-0.63,-0.69,-0.71,-0.70,-0.93,-0.93,-0.88,-1.02,-1.12
 36515,59967,5859, 4.52,0.00,-0.07,-0.09,-0.06,-0.05,-0.04,0.03,0.02,0.03,-0.08,-0.07,0.10,0.24
 36795,60532,6348, 3.89,-0.10,99.89,-0.12,-0.07,-0.17,-0.11,-0.04,-0.08,-0.13,-0.17,-0.20,-0.06,0.08
 36849,60319,6012, 4.16,-0.84,-0.42,-0.71,-0.53,-0.72,-0.69,-0.66,-0.62,-0.89,-0.88,-0.69,-1.00,-0.98
 36855,59875,5648, 4.35,0.13,100.12,0.12,0.24,0.23,0.13,0.07,0.19,0.17,0.19,0.29,0.14,0.05
 36874,60298,5854, 4.46,-0.02,99.97,-0.10,-0.02,0.07,-0.03,-0.03,0.06,-0.02,-0.02,-0.01,-0.10,-0.02
 36993,60521,5985, 4.49,0.21,100.20,0.21,0.15,0.22,0.21,0.19,0.21,0.24,0.21,0.13,0.20,0.26
 37171,61447,5562, 4.33,0.13,0.12,0.34,0.14,0.20,0.21,0.08,0.14,0.17,0.23,0.24,0.11,-0.05
 37233,61383,5694, 4.02,-0.47,-0.12,-0.46,-0.15,-0.18,-0.27,-0.22,-0.17,-0.50,-0.44,-0.41,-0.48,-0.49
 37419,61986,5715, 4.38,-0.33,-0.19,-0.38,-0.25,-0.25,-0.30,-0.29,-0.30,-0.35,-0.38,-0.32,-0.45,-0.40
 37520,62128,5920, 4.37,0.41,100.40,0.53,0.41,0.40,0.40,0.37,0.41,0.40,0.43,0.52,0.33,0.36
 37789,62301,5979, 4.22,-0.63,99.36,-0.61,-0.36,-0.54,-0.49,-0.50,-0.44,-0.63,-0.63,-0.59,-0.75,-0.61
 37853,63077,5852, 4.24,-0.81,-0.25,-0.66,-0.40,-0.55,-0.61,-0.55,-0.52,-0.81,-0.81,-0.58,-0.88,-0.90
 38134,63598,5837, 4.23,-0.89,-0.26,-0.78,-0.49,-0.65,-0.65,-0.60,-0.62,-0.83,-0.88,-0.72,-0.86,-0.89
 38541,64090,5316, 4.60,-1.84,98.15,-1.95,-1.54,98.15,-1.57,-1.54,-1.52,-1.67,-1.89,-1.63,-1.87,-2.05
 38625,64606,5188, 4.40,-0.91,-0.18,-0.82,-0.53,-0.59,-0.64,-0.67,-0.60,-0.83,-0.88,-0.68,-0.86,-1.06
 38750,64815,5763, 3.92,-0.35,0.06,-0.25,-0.03,-0.12,-0.17,-0.14,-0.12,-0.35,-0.35,-0.08,-0.37,-0.39
 38782,66010,5683, 4.08,-0.05,0.10,-0.03,0.05,0.10,0.01,-0.02,0.01,-0.08,-0.08,-0.03,-0.22,-0.12
 38862,65243,5749, 4.35,-0.19,-0.07,-0.21,-0.07,-0.12,-0.14,-0.14,-0.17,-0.20,-0.20,0.02,-0.27,-0.20
 38926,64913,5998, 4.42,-0.36,99.63,-0.34,-0.30,-0.31,-0.30,-0.29,-0.28,-0.36,-0.39,-0.43,-0.47,-0.35
 39911,68089,5598, 4.45,-0.84,-0.35,-0.82,-0.49,-0.59,-0.67,-0.63,-0.60,-0.84,-0.83,-0.69,-0.88,-0.91
 40613,69611,5794, 4.13,-0.63,99.36,-0.50,-0.22,-0.26,-0.39,-0.36,-0.32,-0.65,-0.58,-0.52,-0.69,-0.70
 40761,69809,5893, 4.43,0.25,100.24,0.37,0.28,0.31,0.32,0.22,0.29,0.30,0.31,0.27,0.21,0.22
 40794,70854,5730, 4.15,-0.32,-0.02,-0.26,-0.03,-0.11,-0.18,-0.14,-0.10,-0.33,-0.31,-0.20,-0.46,-0.40
 41471,71431,5876, 3.89,-0.04,0.00,0.01,0.07,-0.05,-0.01,-0.02,-0.05,-0.08,-0.06,-0.02,-0.08,-0.07
 41544,71089,6701, 4.21,-0.14,99.85,-0.01,-0.15,99.85,-0.14,-0.03,-0.14,-0.24,-0.16,99.85,-0.03,-0.08
 42356,73226,5962, 4.42,0.17,100.16,0.23,0.14,0.19,0.19,0.17,0.17,0.16,0.20,0.19,0.15,0.14
 42612,73955,5802, 4.10,-0.03,-0.03,-0.11,-0.01,-0.01,-0.04,-0.01,-0.01,-0.05,-0.09,-0.09,-0.18,-0.10
 42734,74011,5841, 4.07,-0.55,99.44,-0.41,-0.28,-0.26,-0.42,-0.28,-0.27,-0.54,-0.54,-0.50,-0.71,-0.61
 42889,75070,5725, 4.15,-0.33,0.01,-0.28,-0.14,-0.10,-0.20,-0.16,-0.11,-0.36,-0.34,-0.16,-0.43,-0.43
 43054,74930,5816, 4.14,-0.03,-0.05,-0.08,0.08,0.02,-0.05,0.02,0.01,-0.05,-0.09,-0.07,-0.14,-0.07
 43393,75530,5213, 4.51,-0.61,0.05,-0.55,-0.26,-0.30,-0.36,-0.45,-0.30,-0.57,-0.56,-0.40,-0.61,-0.72
 44075,76932,5937, 4.22,-0.90,99.09,-0.87,-0.53,-0.64,-0.67,-0.64,-0.59,-0.91,-0.91,-0.79,-0.81,-0.89
 44319,77486,5990, 4.32,0.12,0.01,0.15,0.19,0.19,0.13,0.13,0.11,0.12,0.14,0.31,0.05,0.13
 44441,77408,6453, 4.32,-0.07,99.92,-0.09,-0.06,-0.16,-0.12,-0.03,-0.04,-0.13,-0.15,-0.22,-0.08,0.20
 44713,78429,5823, 4.34,0.14,0.09,0.09,0.17,0.25,0.15,0.14,0.18,0.15,0.12,0.13,0.09,0.05
 44821,78746,4933, 4.62,-0.12,-0.07,-0.20,-0.09,-0.11,-0.15,-0.07,0.10,0.01,-0.08,-0.20,0.17,-0.17
 44860,78558,5701, 4.29,-0.48,99.51,-0.37,-0.13,-0.17,-0.25,-0.27,-0.19,-0.45,-0.41,-0.28,-0.49,-0.51
 44896,78612,5808, 4.09,-0.23,-0.12,-0.26,-0.10,-0.19,-0.20,-0.18,-0.15,-0.26,-0.30,-0.23,-0.36,-0.25
 44915,78752,6108, 3.97,0.14,0.02,0.23,0.17,0.16,0.17,0.17,0.11,0.12,0.13,0.20,0.13,0.12
 44927,78670,5997, 3.93,-0.18,0.20,-0.06,0.13,0.12,-0.01,-0.04,0.01,-0.21,-0.19,-0.04,-0.30,-0.19
 45283,79601,5830, 4.27,-0.63,99.36,-0.53,-0.25,-0.51,-0.42,-0.39,-0.33,-0.62,-0.59,-0.48,-0.62,-0.73
 45514,80033,5302, 3.82,-0.27,0.03,-0.19,-0.02,-0.03,-0.11,-0.17,-0.08,-0.27,-0.25,-0.06,-0.29,-0.38
 45733,80863,5981, 4.40,-0.47,-0.08,-0.45,-0.23,-0.37,-0.32,-0.34,-0.32,-0.49,-0.49,-0.34,-0.61,-0.49
 46685,82398,5414, 4.35,-0.08,0.19,-0.04,0.05,0.08,0.03,-0.06,0.06,-0.07,-0.03,0.12,-0.12,-0.18
 46888,82798,5776, 3.89,-0.07,-0.11,-0.06,0.03,-0.04,-0.06,-0.02,-0.05,-0.09,-0.09,0.00,-0.07,0.05
 47048,83220,6630, 4.12,-0.50,-0.34,-0.37,-0.23,-0.63,-0.44,-0.40,-0.48,-0.60,-0.59,-0.64,-0.63,-0.45
 47588,84038,5755, 4.11,-0.38,-0.06,-0.31,-0.17,-0.17,-0.24,-0.21,-0.15,-0.41,-0.37,-0.16,-0.45,-0.48
 48152,84937,6541, 4.23,-1.92,-1.49,98.07,-1.64,98.07,-1.66,-1.59,-1.53,-1.95,-1.95,-1.81,-1.84,-1.67
 48468,85725,5968, 3.87,0.11,0.09,0.22,0.17,0.19,0.17,0.14,0.11,0.09,0.12,0.13,0.03,0.13
 49285,87320,5520, 4.29,-0.21,0.14,-0.16,0.00,-0.06,-0.08,-0.15,-0.07,-0.18,-0.22,-0.06,-0.21,-0.25
 49793,88261,5764, 4.33,-0.63,99.36,-0.54,-0.32,-0.33,-0.43,-0.43,-0.36,-0.59,-0.59,-0.45,-0.66,-0.75
 49942,88371,5676, 4.36,-0.27,99.72,-0.22,-0.06,0.03,-0.08,-0.11,-0.01,-0.23,-0.24,-0.13,-0.33,-0.39
 49988,88446,6003, 4.02,-0.43,-0.28,-0.43,-0.27,-0.37,-0.40,-0.35,-0.37,-0.45,-0.49,-0.43,0.10,0.33
 50274,89615,5174, 4.45,-0.34,-0.08,-0.44,-0.24,-0.25,-0.24,-0.33,-0.21,-0.34,-0.36,-0.29,-0.28,-0.41
 50316,88986,5877, 4.17,0.06,100.05,0.07,0.05,0.12,0.08,0.07,0.09,0.03,0.05,0.08,-0.06,0.01
 50671,89707,6014, 4.33,-0.38,-0.25,-0.31,-0.29,-0.40,-0.34,-0.32,-0.35,-0.41,-0.41,-0.27,-0.49,-0.29
 50713,89777,5263, 4.46,-0.11,0.06,-0.20,-0.02,-0.08,-0.03,-0.14,-0.07,-0.12,-0.12,0.15,-0.10,-0.13
 50834,,6552, 4.23,-0.27,-0.19,-0.21,-0.14,-0.35,-0.22,-0.21,-0.27,-0.30,-0.36,-0.46,-0.31,-0.18
 50907,90054,6205, 4.27,0.33,0.14,0.51,0.35,0.33,0.37,0.32,0.29,0.32,0.39,0.54,0.17,0.18
 50941,90197,5480, 3.67,-0.71,-0.10,-0.60,-0.30,-0.40,-0.44,-0.42,-0.41,-0.74,-0.72,-0.53,-0.68,-0.76
 51028,90422,5999, 3.74,-0.68,-0.36,-0.53,-0.46,-0.82,-0.58,-0.60,-0.64,-0.70,-0.73,-0.78,-0.83,-0.71
 51078,90520,6008, 4.16,0.25,0.09,0.36,0.37,0.33,0.31,0.26,0.26,0.24,0.31,0.40,0.21,0.25
 51477,91121,5756, 3.97,-1.00,98.99,-1.03,-0.66,-0.89,-0.65,-0.71,-0.72,-1.02,-1.00,-0.77,-0.76,-0.76
 51579,91204,5896, 4.23,0.20,100.19,0.33,0.18,0.24,0.24,0.19,0.19,0.19,0.24,0.30,0.14,0.12
 51614,91369,5992, 3.90,0.15,0.00,0.23,0.26,0.24,0.18,0.19,0.14,0.12,0.16,0.02,0.10,0.23
 51933,91889,6089, 4.12,-0.18,-0.08,-0.18,-0.14,-0.10,-0.14,-0.11,-0.13,-0.18,-0.22,-0.23,-0.21,0.02
 51938,91980,5712, 3.98,-0.41,0.04,-0.35,-0.01,-0.08,-0.22,-0.21,-0.13,-0.39,-0.42,-0.20,-0.43,-0.45
 52247,92643,5262, 3.65,-0.46,-0.09,-0.35,-0.26,-0.29,-0.38,-0.35,-0.36,-0.43,-0.47,-0.55,-0.41,-0.23
 52325,92655,5668, 4.39,-0.03,0.05,-0.01,0.05,0.04,0.00,-0.01,0.00,-0.02,-0.04,-0.01,-0.09,-0.16
 52564,93199,4885, 3.05,-0.45,0.06,-0.28,-0.25,-0.22,-0.43,-0.22,-0.36,-0.32,-0.48,-0.50,-0.42,-0.22
 52990,93932,6006, 4.31,0.07,-0.04,0.13,0.09,0.07,0.07,0.05,0.07,0.05,0.09,0.07,-0.03,-0.03
 53122,94410,5696, 3.99,-0.52,-0.03,-0.43,-0.17,-0.27,-0.30,-0.30,-0.27,-0.51,-0.51,-0.13,-0.54,-0.55
 53311,94518,5859, 4.15,-0.56,99.43,-0.46,-0.25,-0.24,-0.38,-0.36,-0.30,-0.57,-0.55,-0.46,-0.01,0.21
